dopamine,latency,+-
0.01,244.375,0.5175491695067657
0.1,242.125,0.6408699444616557
0.2,237.625,2.774243783705493
0.3,222.625,10.90134329861626
0.4,203,8.298020417975776
0.5,187,6.546536707079771
0.6,154.625,3.335416016031584
0.7,135,1.069044967649698
0.8,129.125,0.6408699444616557
0.9,125.75,0.7071067811865476
