dopamine,latency,+-
0.01,224.375,0.5175491695067657
0.1,221.625,0.9161253813129043
0.2,220,0.5345224838248488
0.3,212.25,4.06201920231798
0.4,196.75,8.241879119992687
0.5,189.875,4.703721930556695
0.6,152.5,5.830951894845301
0.7,134.75,1.98206241793023
0.8,129.125,0.6408699444616557
0.9,125.75,0.4629100498862757
