gap,latency,+-
-0.35,219.625,14.15160263513844
-0.3,220.125,13.92261777519895
-0.25,221.875,11.72832347049532
-0.2,225.25,15.04991694329241
-0.15,219.25,10.33371735077529
-0.11,198.5,1.309307341415954
-0.07000000000000001,164,0
-0.03,131,0.5345224838248488
0,112.625,0.5175491695067657
0.04999999999999999,97.75,0.4629100498862757
0.08999999999999997,86.625,2.065879266282796
0.11,82.875,3.522884370187913
0.15,81,1.195228609334394
0.19,82.625,2.875388172552906
0.3,79.75,1.98206241793023
