dopamine,latency,+-
0.2,367.75,15.45269278429214
0.3,230.5,5.31843156256751
0.4,188.375,2.973093626895345
0.5,166.25,1.48804761828569
0.6,154.25,1.035098339013531
0.7,147.875,1.552647508520297
0.8,141.125,2.16712449375401
0.9,139,1.309307341415954
