dopamine,latency,+-
0.05,275.375,0.9161253813129043
0.1,243,1.309307341415954
0.15,222.5,1.069044967649698
0.2,206.875,0.9910312089651149
0.3,187.125,1.356202681860537
0.4,155.125,0.8345229603962802
0.5,138.5,0.9258200997725514
0.6,125.25,0.7071067811865476
0.7,119,0.7559289460184544
0.8,114.25,0.4629100498862757
0.9,112.25,0.7071067811865476
