t,eyeRy,eyeRyUpper,eyeRyLower
0.113,0,0,0
0.114,0,0,0
0.115,0,0,0
0.116,0,0,0
0.117,0,0,0
0.118,0,0,0
0.119,0,0,0
0.12,0,0,0
0.121,0,0,0
0.122,0,0,0
0.123,0,0,0
0.124,0,0,0
0.125,0,0,0
0.126,0,0,0
0.127,0,0,0
0.128,0,0,0
0.129,0,0,0
0.13,0,0,0
0.131,0,0,0
0.132,0,0,0
0.133,0,0,0
0.134,0,0,0
0.135,0,0,0
0.136,0,0,0
0.137,0,0,0
0.138,0,0,0
0.139,0,0,0
0.14,0,0,0
0.141,0,0,0
0.142,0,0,0
0.143,0,0,0
0.144,0,0,0
0.145,0,0,0
0.146,0,0,0
0.147,0,0,0
0.148,0,0,0
0.149,0,0,0
0.15,0,0,0
0.151,0,0,0
0.152,0,0,0
0.153,0,0,0
0.154,0,0,0
0.155,0,0,0
0.156,0,0,0
0.157,0,0,0
0.158,0,0,0
0.159,0,0,0
0.16,0,0,0
0.161,0,0,0
0.162,0,0,0
0.163,0,0,0
0.164,0,0,0
0.165,0,0,0
0.166,0,0,0
0.167,0,0,0
0.168,0,0,0
0.169,0,0,0
0.17,0,0,0
0.171,0,0,0
0.172,0,0,0
0.173,0,0,0
0.174,0,0,0
0.175,0,0,0
0.176,0,0,0
0.177,0,0,0
0.178,0,0,0
0.179,0,0,0
0.18,0,0,0
0.181,0,0,0
0.182,0,0,0
0.183,0,0,0
0.184,0,0,0
0.185,0,0,0
0.186,0,0,0
0.187,0,0,0
0.188,0,0,0
0.189,0,0,0
0.19,0,0,0
0.191,0,0,0
0.192,0,0,0
0.193,0,0,0
0.194,0,0,0
0.195,0,0,0
0.196,0,0,0
0.197,0,0,0
0.198,0,0,0
0.199,0,0,0
0.2,0,0,0
0.201,0,0,0
0.202,0,0,0
0.203,0,0,0
0.204,0,0,0
0.205,0,0,0
0.206,0,0,0
0.207,0,0,0
0.208,0,0,0
0.209,0,0,0
0.21,0,0,0
0.211,0,0,0
0.212,0,0,0
0.213,0,0,0
0.214,0,0,0
0.215,0,0,0
0.216,0,0,0
0.217,0,0,0
0.218,0,0,0
0.219,0,0,0
0.22,0,0,0
0.221,0,0,0
0.222,0,0,0
0.223,0,0,0
0.224,0,0,0
0.225,0,0,0
0.226,0,0,0
0.227,0,0,0
0.228,0,0,0
0.229,0,0,0
0.23,0,0,0
0.231,0,0,0
0.232,0,0,0
0.233,0,0,0
0.234,0,0,0
0.235,0,0,0
0.236,0,0,0
0.237,0,0,0
0.238,0,0,0
0.239,0,0,0
0.24,0,0,0
0.241,0,0,0
0.242,0,0,0
0.243,0,0,0
0.244,0,0,0
0.245,0,0,0
0.246,0,0,0
0.247,0,0,0
0.248,0,0,0
0.249,0,0,0
0.25,0,0,0
0.251,0,0,0
0.252,0,0,0
0.253,0,0,0
0.254,0,0,0
0.255,0,0,0
0.256,0,0,0
0.257,0,0,0
0.258,0,0,0
0.259,0,0,0
0.26,0,0,0
0.261,0,0,0
0.262,0,0,0
0.263,0,0,0
0.264,0,0,0
0.265,0,0,0
0.266,0,0,0
0.267,0,0,0
0.268,0,0,0
0.269,0,0,0
0.27,0,0,0
0.271,0,0,0
0.272,0,0,0
0.273,0,0,0
0.274,0,0,0
0.275,0,0,0
0.276,0,0,0
0.277,0,0,0
0.278,0,0,0
0.279,0,0,0
0.28,0,0,0
0.281,0,0,0
0.282,0,0,0
0.283,0,0,0
0.284,0,0,0
0.285,0,0,0
0.286,0,0,0
0.287,0,0,0
0.288,0,0,0
0.289,0,0,0
0.29,0,0,0
0.291,0,0,0
0.292,0,0,0
0.293,0,0,0
0.294,0,0,0
0.295,0,0,0
0.296,0,0,0
0.297,0,0,0
0.298,0,0,0
0.299,0,0,0
0.3,0,0,0
0.301,0,0,0
0.302,0,0,0
0.303,0,0,0
0.304,0,0,0
0.305,0,0,0
0.306,0,0,0
0.307,0,0,0
0.308,0,0,0
0.309,0,0,0
0.31,0,0,0
0.311,0,0,0
0.312,0,0,0
0.313,0,0,0
0.314,0,0,0
0.315,0,0,0
0.316,0,0,0
0.317,0,0,0
0.318,0,0,0
0.319,0,0,0
0.32,0,0,0
0.321,0,0,0
0.322,0,0,0
0.323,0,0,0
0.324,0,0,0
0.325,0,0,0
0.326,0,0,0
0.327,0,0,0
0.328,0,0,0
0.329,0,0,0
0.33,0,0,0
0.331,0,0,0
0.332,0,0,0
0.333,0,0,0
0.334,0,0,0
0.335,0,0,0
0.336,0,0,0
0.337,0,0,0
0.338,0,0,0
0.339,0,0,0
0.34,0,0,0
0.341,0,0,0
0.342,0,0,0
0.343,0,0,0
0.344,0,0,0
0.345,0,0,0
0.346,0,0,0
0.347,0,0,0
0.348,0,0,0
0.349,0,0,0
0.35,0,0,0
0.351,0,0,0
0.352,0,0,0
0.353,0,0,0
0.354,0,0,0
0.355,0,0,0
0.356,0,0,0
0.357,0,0,0
0.358,0,0,0
0.359,0,0,0
0.36,0,0,0
0.361,0,0,0
0.362,0,0,0
0.363,0,0,0
0.364,0,0,0
0.365,0,0,0
0.366,0,0,0
0.367,0,0,0
0.368,0,0,0
0.369,0,0,0
0.37,0,0,0
0.371,0,0,0
0.372,0,0,0
0.373,0,0,0
0.374,0,0,0
0.375,0,0,0
0.376,0,0,0
0.377,0,0,0
0.378,0,0,0
0.379,0,0,0
0.38,0,0,0
0.381,0,0,0
0.382,0,0,0
0.383,0,0,0
0.384,0,0,0
0.385,0,0,0
0.386,0,0,0
0.387,0,0,0
0.388,0,0,0
0.389,0,0,0
0.39,0,0,0
0.391,0,0,0
0.392,0,0,0
0.393,0,0,0
0.394,0,0,0
0.395,0,0,0
0.396,0,0,0
0.397,0,0,0
0.398,0,0,0
0.399,0,0,0
0.4,0,0,0
0.401,0,0,0
0.402,0,0,0
0.403,0,0,0
0.404,0,0,0
0.405,0,0,0
0.406,0,0,0
0.407,0,0,0
0.408,0,0,0
0.409,0,0,0
0.41,0,0,0
0.411,0,0,0
0.412,0,0,0
0.413,0,0,0
0.414,0,0,0
0.415,0,0,0
0.416,0,0,0
0.417,0,0,0
0.418,0,0,0
0.419,0,0,0
0.42,0,0,0
0.421,0,0,0
0.422,0,0,0
0.423,0,0,0
0.424,0,0,0
0.425,0,0,0
0.426,0,0,0
0.427,0,0,0
0.428,0,0,0
0.429,0,0,0
0.43,0,0,0
0.431,0,0,0
0.432,0,0,0
0.433,0,0,0
0.434,0,0,0
0.435,0,0,0
0.436,0,0,0
0.437,0,0,0
0.438,0,0,0
0.439,0,0,0
0.44,0,0,0
0.441,0,0,0
0.442,0,0,0
0.443,0,0,0
0.444,0,0,0
0.445,0,0,0
0.446,0,0,0
0.447,0,0,0
0.448,0,0,0
0.449,0,0,0
0.45,0,0,0
0.451,0,0,0
0.452,0,0,0
0.453,0,0,0
0.454,0,0,0
0.455,0,0,0
0.456,0,0,0
0.457,0,0,0
0.458,0,0,0
0.459,0,0,0
0.46,0,0,0
0.461,0,0,0
0.462,0,0,0
0.463,0,0,0
0.464,0,0,0
0.465,0,0,0
0.466,0,0,0
0.467,0,0,0
0.468,0,0,0
0.469,0,0,0
0.47,0,0,0
0.471,0,0,0
0.472,0,0,0
0.473,0,0,0
0.474,0,0,0
0.475,0,0,0
0.476,0,0,0
0.477,0,0,0
0.478,0,0,0
0.479,0,0,0
0.48,0,0,0
0.481,0,0,0
0.482,0,0,0
0.483,0,0,0
0.484,0,0,0
0.485,0,0,0
0.486,0,0,0
0.487,0,0,0
0.488,0,0,0
0.489,0,0,0
0.49,0,0,0
0.491,0,0,0
0.492,0,0,0
0.493,0,0,0
0.494,0,0,0
0.495,0,0,0
0.496,0,0,0
0.497,0,0,0
0.498,0,0,0
0.499,0,0,0
0.5,0,0,0
0.501,0,0,0
0.502,0,0,0
0.503,0,0,0
0.504,0,0,0
0.505,0,0,0
0.506,0,0,0
0.507,0,0,0
0.508,0,0,0
0.509,0,0,0
0.51,0,0,0
0.511,0,0,0
0.512,0,0,0
0.513,0,0,0
0.514,0,0,0
0.515,0,0,0
0.516,0,0,0
0.517,0,0,0
0.518,0,0,0
0.519,0,0,0
0.52,0,0,0
0.521,0,0,0
0.522,0,0,0
0.523,0,0,0
0.524,0,0,0
0.525,0,0,0
0.526,0,0,0
0.527,0,0,0
0.528,0,0,0
0.529,0,0,0
0.53,0,0,0
0.531,0,0,0
0.532,0,0,0
0.533,0,0,0
0.534,0,0,0
0.535,0,0,0
0.536,0,0,0
0.537,0,0,0
0.538,0,0,0
0.539,0,0,0
0.54,0,0,0
0.541,0,0,0
0.542,0,0,0
0.543,0,0,0
0.544,0,0,0
0.545,0,0,0
0.546,-0.004929048,0.004381015813933823,-0.01423911181393382
0.547,-0.029671886,0.004394563223517268,-0.06373833522351727
0.548,-0.09341732,-0.02174756748649539,-0.1650870725135046
0.549,-0.20837068,-0.09313877807127194,-0.323602581928728
0.55,-0.3787987999999999,-0.2193726066840959,-0.538224993315904
0.551,-0.6036706000000001,-0.402409646086182,-0.8049315539138181
0.552,-0.8790330000000001,-0.6398811611099342,-1.118184838890066
0.553,-1.1992418,-0.9273194515506678,-1.471164148449332
0.554,-1.557266,-1.258746992430968,-1.855785007569032
0.555,-1.944808,-1.626784100316344,-2.262831899683655
0.556,-2.352438,-2.022810088757642,-2.682065911242359
0.5570000000000001,-2.770068,-2.436863791338104,-3.103272208661895
0.5580000000000001,-3.18837,-2.858183421229754,-3.518556578770246
0.5590000000000001,-3.600132,-3.277448121304457,-3.922815878695543
0.5600000000000001,-4.000554,-3.688032650361291,-4.313075349638709
0.5610000000000001,-4.386804,-4.085767196137083,-4.687840803862916
0.5620000000000001,-4.757428,-4.468295609787488,-5.046560390212512
0.5629999999999999,-5.1119,-4.834513126482165,-5.389286873517836
0.5639999999999999,-5.450266000000001,-5.184120077938437,-5.716411922061565
0.5649999999999999,-5.772916,-5.517296954876207,-6.028535045123794
0.5659999999999999,-6.080448,-5.834536930566353,-6.326359069433646
0.5669999999999999,-6.373556000000001,-6.136490879452924,-6.610621120547077
0.5679999999999999,-6.652962,-6.423906911058497,-6.882017088941502
0.569,-6.919283999999999,-6.697513694210429,-7.14105430578957
0.57,-7.173046000000001,-6.957972890499999,-7.388119109500003
0.571,-7.414648,-7.205797853555234,-7.623498146444765
0.572,-7.644450000000001,-7.441385893866002,-7.847514106134
0.573,-7.862818,-7.665080084010173,-8.060555915989827
0.574,-8.070164000000002,-7.877282093953841,-8.263045906046163
0.575,-8.266918,-8.078398186001577,-8.455437813998424
0.576,-8.453556000000001,-8.268905388086582,-8.63820661191342
0.577,-8.630578,-8.449308903433597,-8.811847096566403
0.578,-8.798502000000001,-8.620140073373268,-8.976863926626734
0.579,-8.957853999999999,-8.78195530677006,-9.133752693229939
0.58,-9.109188,-8.935340472925267,-9.283035527074732
0.581,-9.253026,-9.080858592718599,-9.425193407281402
0.582,-9.389869999999998,-9.219051434117949,-9.560688565882048
0.583,-9.520175999999999,-9.350416316240869,-9.68993568375913
0.584,-9.644349999999999,-9.475411577934443,-9.813288422065556
0.585,-9.762756,-9.594436811016688,-9.931075188983311
0.586,-9.875707999999999,-9.70783914115477,-10.04357685884523
0.587,-9.983512000000001,-9.815924195193087,-10.15109980480691
0.588,-10.086442,-9.919012283641164,-10.25387171635884
0.589,-10.184698,-10.01735107436347,-10.35204492563654
0.59,-10.27856,-10.11119556829481,-10.44592443170519
0.591,-10.36822,-10.20070968091488,-10.53573031908512
0.592,-10.4539,-10.28622530005991,-10.62157469994009
0.593,-10.5358,-10.36788256493145,-10.70371743506855
0.594,-10.6141,-10.44591297612479,-10.78228702387521
0.595,-10.68898,-10.52043043162321,-10.85752956837678
0.596,-10.76056,-10.59170058214005,-10.92941941785995
0.597,-10.82906,-10.65978695725544,-10.99833304274455
0.598,-10.89458,-10.72494366250122,-11.06421633749878
0.599,-10.9573,-10.78725506476228,-11.12734493523772
0.6,-11.01734,-10.84686332124305,-11.18781667875695
0.601,-11.0748,-10.90387220822815,-11.24572779177185
0.602,-11.12986,-10.95853722568205,-11.30118277431795
0.603,-11.1826,-11.0108209995372,-11.3543790004628
0.604,-11.2331,-11.06090958214813,-11.40529041785186
0.605,-11.28152,-11.10891123139307,-11.45412876860693
0.606,-11.32792,-11.15487056486657,-11.50096943513343
0.607,-11.37238,-11.19893749655866,-11.54582250344134
0.608,-11.41502,-11.24119633360213,-11.58884366639788
0.609,-11.45598,-11.28174921339786,-11.63021078660214
0.61,-11.49524,-11.32062723414366,-11.66985276585634
0.611,-11.5329,-11.35792600193172,-11.70787399806828
0.612,-11.56906,-11.39370229985541,-11.74441770014459
0.613,-11.60378,-11.42811763351246,-11.77944236648753
0.614,-11.6371,-11.46110548303995,-11.81309451696005
0.615,-11.66914,-11.49282867591672,-11.84545132408328
0.616,-11.6999,-11.52325460662672,-11.87654539337328
0.617,-11.72946,-11.55250816191969,-11.90641183808031
0.618,-11.75788,-11.58066190837276,-11.93509809162724
0.619,-11.78522,-11.60768665946927,-11.96275334053073
0.62,-11.8108,-11.63160405975581,-11.98999594024419
0.621,-11.83402,-11.65205017557848,-12.01598982442152
0.622,-11.85522,-11.66972926707784,-12.04071073292216
0.623,-11.87414,-11.68516621081219,-12.06311378918781
0.624,-11.8905,-11.69888855723105,-12.08211144276895
0.625,-11.90428,-11.71080110709434,-12.09775889290566
0.626,-11.91594,-11.72119473561599,-12.11068526438402
0.627,-11.92612,-11.73052675625165,-12.12171324374835
0.628,-11.93524,-11.73912804727911,-12.13135195272089
0.629,-11.94368,-11.74722193322747,-12.14013806677253
0.63,-11.95164,-11.75494601686884,-12.14833398313116
0.631,-11.95924,-11.76236602254234,-12.15611397745766
0.632,-11.96658,-11.76961640691742,-12.16354359308258
0.633,-11.9737,-11.77664848389317,-12.17075151610683
0.634,-11.98064,-11.78348010803411,-12.17779989196589
0.635,-11.98742,-11.79025066414881,-12.18458933585119
0.636,-11.99408,-11.79683865798469,-12.19132134201531
0.637,-12.00056,-11.80322900142147,-12.19789099857853
0.638,-12.00696,-11.80960125811102,-12.20431874188898
0.639,-12.01318,-11.81576850843986,-12.21059149156014
0.64,-12.01932,-11.82185551711764,-12.21678448288237
0.641,-12.02532,-11.82781974177232,-12.22282025822768
0.642,-12.03118,-11.83360893177391,-12.2287510682261
0.643,-12.03696,-11.83935294547006,-12.23456705452994
0.644,-12.04262,-11.84500122052801,-12.24023877947199
0.645,-12.04814,-11.85046735899978,-12.24581264100022
0.646,-12.05358,-11.85584882643346,-12.25131117356654
0.647,-12.0589,-11.86117687287522,-12.25662312712477
0.648,-12.06412,-11.86634253161697,-12.26189746838303
0.649,-12.06924,-11.87140801825792,-12.26707198174208
0.65,-12.07426,-11.87637333294029,-12.27214666705971
0.651,-12.07918,-11.88130072619903,-12.27705927380097
0.652,-12.084,-11.88606186572568,-12.28193813427432
0.653,-12.08872,-11.89072673748837,-12.28671326251163
0.654,-12.09338,-11.89536933867087,-12.29139066132913
0.655,-12.09792,-11.89989609487741,-12.29594390512259
0.656,-12.10234,-11.90425686593756,-12.30042313406245
0.657,-12.10672,-11.90860188623955,-12.30483811376046
0.658,-12.11098,-11.9128440441515,-12.3091159558485
0.659,-12.1152,-11.91707035809854,-12.31332964190146
0.66,-12.11932,-11.921130792423,-12.317509207577
0.661,-12.12336,-11.92515337044387,-12.32156662955613
0.662,-12.1273,-11.92909520691971,-12.32550479308029
0.663,-12.13118,-11.93293673529726,-12.32942326470274
0.664,-12.13496,-11.93668104751134,-12.33323895248866
0.665,-12.1387,-11.94040331571103,-12.33699668428897
0.666,-12.14232,-11.94402563043798,-12.34061436956202
0.667,-12.14592,-11.94756957272544,-12.34427042727456
0.668,-12.14942,-11.95102952139782,-12.34781047860217
0.669,-12.15286,-11.9544515248786,-12.3512684751214
0.67,-12.15624,-11.95780851812275,-12.35467148187725
0.671,-12.15954,-11.9611144648489,-12.3579655351511
0.672,-12.16278,-11.9643362623815,-12.3612237376185
0.673,-12.16596,-11.9674769201166,-12.3644430798834
0.674,-12.16908,-11.97059873640064,-12.36756126359936
0.675,-12.17212,-11.97362037279632,-12.37061962720368
0.676,-12.17512,-11.97657982270583,-12.37366017729417
0.677,-12.17804,-11.97948245670335,-12.37659754329665
0.678,-12.18096,-11.98240405574247,-12.37951594425753
0.679,-12.18374,-11.98514449904391,-12.38233550095609
0.68,-12.18652,-11.98794694795114,-12.38509305204886
0.681,-12.18922,-11.990587180456,-12.387852819544
0.6820000000000001,-12.19186,-11.99322477402032,-12.39049522597968
0.6830000000000001,-12.19448,-11.99582720741958,-12.39313279258042
0.6840000000000001,-12.197,-11.99834850868921,-12.39565149131079
0.6850000000000001,-12.19954,-12.00086961217131,-12.39821038782868
0.6860000000000001,-12.202,-12.00330995243848,-12.40069004756152
0.6870000000000001,-12.2044,-12.005709361066,-12.403090638934
0.6879999999999999,-12.20674,-12.00803336196292,-12.40544663803708
0.6889999999999999,-12.20908,-12.0103519018357,-12.4078080981643
0.6899999999999999,-12.2113,-12.01257292585055,-12.41002707414945
0.6909999999999999,-12.21354,-12.01479143270957,-12.41228856729043
0.6919999999999999,-12.21572,-12.01697741020103,-12.41446258979897
0.6929999999999999,-12.21786,-12.01911465288465,-12.41660534711535
0.694,-12.21994,-12.02115463082007,-12.41872536917993
0.695,-12.22202,-12.02325393901372,-12.42078606098628
0.696,-12.22402,-12.0252561401059,-12.4227838598941
0.697,-12.22598,-12.02717747989525,-12.42478252010475
0.698,-12.22792,-12.02909803944232,-12.42674196055768
0.699,-12.22984,-12.03101657834148,-12.42866342165852
0.7,-12.23164,-12.03281869077989,-12.43046130922011
0.701,-12.2335,-12.03465556331644,-12.43234443668355
0.702,-12.23528,-12.03643912894981,-12.43412087105019
0.703,-12.23702,-12.03817611148441,-12.43586388851559
0.704,-12.23874,-12.03987797999618,-12.43760202000382
0.705,-12.24044,-12.04157997887962,-12.43930002112039
0.706,-12.24206,-12.0431984325718,-12.4409215674282
0.707,-12.24368,-12.04481687621884,-12.44254312378116
0.708,-12.24528,-12.04641882480484,-12.44414117519516
0.709,-12.24682,-12.04793708972363,-12.44570291027637
0.71,-12.24832,-12.04943900040476,-12.44720099959523
0.711,-12.24984,-12.05095740146509,-12.44872259853492
0.712,-12.25128,-12.05237563353209,-12.45018436646791
0.713,-12.25272,-12.0537802930534,-12.4516597069466
0.714,-12.25414,-12.05519866945252,-12.45308133054747
0.715,-12.25552,-12.05659752263759,-12.45444247736241
0.716,-12.25686,-12.05791884538387,-12.45580115461613
0.717,-12.25818,-12.0592371891221,-12.4571228108779
0.718,-12.2595,-12.06053879775192,-12.45846120224808
0.719,-12.26074,-12.06181941785728,-12.45966058214272
0.72,-12.262,-12.06304054433126,-12.46095945566874
0.721,-12.26322,-12.06425885555215,-12.46218114444785
0.722,-12.26442,-12.06547417320285,-12.46336582679715
0.723,-12.2656,-12.06665758370825,-12.46454241629175
0.724,-12.26676,-12.06777868680703,-12.46574131319298
0.725,-12.26788,-12.06889696806009,-12.46686303193991
0.726,-12.26898,-12.06999862649986,-12.46796137350013
0.727,-12.27006,-12.07109563635666,-12.46902436364334
0.728,-12.27116,-12.07219726982171,-12.47012273017829
0.729,-12.27218,-12.07321551321907,-12.47114448678093
0.73,-12.2732,-12.07421533978721,-12.47218466021279
0.731,-12.2742,-12.07521693539399,-12.47318306460601
0.732,-12.2752,-12.07621693539399,-12.47418306460601
0.733,-12.27616,-12.07715637440489,-12.47516362559511
0.734,-12.27712,-12.07813671678254,-12.47610328321746
0.735,-12.27802,-12.07903671678254,-12.47700328321746
0.736,-12.27894,-12.07995491764456,-12.47792508235544
0.737,-12.27982,-12.08083824958052,-12.47880175041948
0.738,-12.28068,-12.08167444228866,-12.47968555771134
0.739,-12.28156,-12.08257461611465,-12.48054538388535
0.74,-12.28238,-12.08337444228866,-12.48138555771134
0.741,-12.28318,-12.08417592466485,-12.48218407533516
0.742,-12.284,-12.08499408300254,-12.48300591699746
0.743,-12.2848,-12.08579408300254,-12.48380591699746
0.744,-12.28558,-12.08657738192677,-12.48458261807323
0.745,-12.28632,-12.08729534826057,-12.48534465173943
0.746,-12.2871,-12.08809552768844,-12.48610447231155
0.747,-12.28782,-12.08881366341747,-12.48682633658253
0.748,-12.2885,-12.0894969472596,-12.48750305274041
0.749,-12.28924,-12.09021489354355,-12.48826510645645
0.75,-12.28992,-12.09091507041281,-12.48892492958718
0.751,-12.29058,-12.09159532219791,-12.48956467780209
0.752,-12.29124,-12.09221627528357,-12.49026372471643
0.753,-12.2919,-12.09291343010143,-12.49088656989857
0.754,-12.29252,-12.09351324885824,-12.49152675114176
0.755,-12.29316,-12.09413437853382,-12.49218562146618
0.756,-12.29374,-12.09471763191038,-12.49276236808962
0.757,-12.29436,-12.09533572258641,-12.49338427741359
0.758,-12.29494,-12.09593269360147,-12.49394730639854
0.759,-12.29552,-12.0965159372274,-12.4945240627726
0.76,-12.29608,-12.09705380323184,-12.49510619676816
0.761,-12.29664,-12.09763401265289,-12.49564598734711
0.762,-12.29714,-12.09813401265288,-12.49614598734712
0.763,-12.2977,-12.09865492972696,-12.49674507027304
0.764,-12.29824,-12.09923530658801,-12.49724469341199
0.765,-12.29874,-12.09973530658801,-12.49774469341199
0.766,-12.29924,-12.10023530658801,-12.49824469341199
0.767,-12.29974,-12.10073530658801,-12.49874469341199
0.768,-12.3002,-12.10117122067399,-12.49922877932601
0.769,-12.30066,-12.10165335940728,-12.49966664059272
0.77,-12.30112,-12.10213353814895,-12.50010646185105
0.771,-12.30158,-12.10255443129085,-12.50060556870915
0.772,-12.30204,-12.10305157571356,-12.50102842428644
0.773,-12.30246,-12.10345461565073,-12.50146538434927
0.774,-12.3029,-12.10387246421663,-12.50192753578337
0.775,-12.3033,-12.10427246421663,-12.50232753578337
0.776,-12.30372,-12.10469048711309,-12.50274951288691
0.777,-12.30412,-12.10509048711309,-12.50314951288691
0.778,-12.3045,-12.10547368264473,-12.50352631735527
0.779,-12.3049,-12.10587368264473,-12.50392631735527
0.78,-12.30528,-12.10627063589871,-12.50428936410129
0.781,-12.30564,-12.1066540130562,-12.50462598694381
0.782,-12.30602,-12.10699169296806,-12.50504830703194
0.783,-12.30636,-12.10737201543812,-12.50534798456188
0.784,-12.3067,-12.10767487595783,-12.50572512404217
0.785,-12.30706,-12.10807201543812,-12.50604798456188
0.786,-12.3074,-12.10838982438076,-12.50641017561924
0.787,-12.3077,-12.10868982438076,-12.50671017561924
0.788,-12.30802,-12.10899287370813,-12.50704712629187
0.789,-12.30836,-12.1093731838538,-12.5073468161462
0.79,-12.30868,-12.10967299761064,-12.50768700238936
0.791,-12.30898,-12.10997299761064,-12.50798700238936
0.792,-12.30928,-12.11027299761064,-12.50828700238936
0.793,-12.30958,-12.11057299761064,-12.50858700238936
0.794,-12.30984,-12.11087127632716,-12.50880872367284
0.795,-12.3101,-12.11109098010392,-12.50910901989609
0.796,-12.3104,-12.11139098010391,-12.50940901989608
0.797,-12.31068,-12.11167414078978,-12.50968585921022
0.798,-12.31092,-12.11190895256795,-12.50993104743205
0.799,-12.3112,-12.11219211070915,-12.51020788929085
0.8,-12.31144,-12.11247127632716,-12.51040872367284
0.801,-12.3117,-12.11269211070915,-12.51070788929085
0.802,-12.31192,-12.11291007059948,-12.51092992940052
0.803,-12.31218,-12.11318905296974,-12.51117094703026
0.804,-12.31242,-12.11341007059948,-12.51142992940052
0.805,-12.31262,-12.11361007059948,-12.51162992940052
0.806,-12.31286,-12.1138722038918,-12.5118477961082
0.8070000000000001,-12.31308,-12.11409015855074,-12.51206984144926
0.8080000000000001,-12.31332,-12.11431007059948,-12.51232992940052
0.8090000000000001,-12.31352,-12.11451007059948,-12.51252992940052
0.8100000000000001,-12.31374,-12.11472802046108,-12.51275197953892
0.8110000000000001,-12.31392,-12.11491116351277,-12.51292883648723
0.8120000000000001,-12.31412,-12.11511116351277,-12.51312883648723
0.8129999999999999,-12.31432,-12.11531116351277,-12.51332883648723
0.8139999999999999,-12.31452,-12.11551116351277,-12.51352883648723
0.8149999999999999,-12.3147,-12.11570810318005,-12.51369189681995
0.8159999999999999,-12.3149,-12.11590810318005,-12.51389189681995
0.8169999999999999,-12.31508,-12.11609123901084,-12.51406876098916
0.8179999999999999,-12.31526,-12.11629142710468,-12.51422857289532
0.819,-12.31542,-12.11642603778004,-12.51441396221996
0.82,-12.31558,-12.11659123901084,-12.51456876098916
0.821,-12.31578,-12.11679123901084,-12.51476876098916
0.822,-12.31592,-12.11692603778004,-12.51491396221996
0.823,-12.3161,-12.1171091710656,-12.5150908289344
0.824,-12.31626,-12.11729142710468,-12.51522857289532
0.825,-12.3164,-12.1174091710656,-12.5153908289344
0.826,-12.31656,-12.11759142710468,-12.51552857289532
0.827,-12.3167,-12.1177091710656,-12.5156908289344
0.828,-12.31684,-12.11788942070956,-12.51579057929044
0.829,-12.317,-12.1180091710656,-12.5159908289344
0.83,-12.31712,-12.11812709309124,-12.51611290690876
0.831,-12.31728,-12.11829229434963,-12.51626770565037
0.832,-12.3174,-12.1184091710656,-12.5163908289344
0.833,-12.31752,-12.11852709309124,-12.51651290690876
0.834,-12.31766,-12.11868922827712,-12.51663077172288
0.835,-12.3178,-12.11881021382996,-12.51678978617004
0.836,-12.3179,-12.11891021382996,-12.51688978617004
0.837,-12.31802,-12.11902709309124,-12.51701290690876
