-22 41.248111 -21.757970
-21 13.630299 -21.053720
-20 cur_angle: 0.874620
-19 3.990766 -19.017460
-18 1.044854 -14.108960
-17 0.884230 -16.916180
-16 0.798565 -15.788530
-15 0.794941 -14.796650
-14 cur_angle: 1.089550
-13 0.957775 -12.926100
-12 0.867711 -11.941780
-11 0.791301 -9.933480
-10 0.707981 -10.023537
-9 0.632857 -9.080017
-8 0.561678 -8.035685
-7 0.495231 -7.073375
-6 0.431352 -6.096275
