TargX,Latency,+-
-14,144.6666666666667,0.816496580927726
-13,142,0.6324555320336759
-12,139.8333333333333,0.752772652709081
-11,140.5,0.8366600265340756
-10,139.6666666666667,0.5163977794943223
-9,138.6666666666667,0.5163977794943223
-8,138.1666666666667,0.752772652709081
-7,139.6666666666667,0.816496580927726
