gap,latency,+-
-0.35,443.5,0.5345224838248488
-0.3,393.25,0.7071067811865476
-0.25,343,0.7559289460184544
-0.2,293.375,0.7440238091428449
-0.15,243.875,0.6408699444616557
-0.11,205.75,0.4629100498862757
-0.07000000000000001,169,0
-0.03,136,0
0,119.125,0.3535533905932738
0.04999999999999999,106.25,0.4629100498862757
0.08999999999999997,102.375,0.7440238091428449
0.11,102,0.7559289460184544
0.15,101,0.9258200997725514
0.19,101.25,1.281739888923311
0.3,101.375,0.7440238091428449
