gap,latency,+-
-0.35,164,2.267786838055363
-0.3,162.25,2.375469878330842
-0.25,164.625,3.739270364274675
-0.2,166.625,3.204349722308279
-0.15,163.875,1.959409532049315
-0.11,165.625,3.814914340921881
-0.07000000000000001,155.875,1.552647508520297
-0.03,125.75,0.4629100498862757
0,107,0
0.04999999999999999,90,0.5345224838248488
0.08999999999999997,73.125,0.3535533905932738
0.11,69.375,1.302470180629319
0.15,67.375,2.326094212561969
0.19,67.625,1.685018016012207
0.3,67.875,1.125991626459603
