Gap,Latency,+-
-250,105.6666666666667,0.816496580927726
-200,105.1666666666667,0.983192080250175
-150,104.8333333333333,0.752772652709081
-100,105.6666666666667,1.032795558988644
-50,106,0.8944271909999159
0,99.66666666666669,0.5163977794943223
50,77,0
100,62,0
150,56.83333333333331,0.408248290463863
200,54.33333333333331,0.5163977794943223
250,53,0.6324555320336759
300,53,0
350,52.83333333333331,0.408248290463863
