Gap,Latency,+-
0.3,274.5,45.80720467350087
0.3,253.3333333333334,0.5163977794943223
0.3,214.3333333333334,0.5163977794943223
0.3,178.1666666666666,0.408248290463863
0.3,149,0
0.3,127.3333333333334,0.5163977794943223
0.3,104.8333333333333,2.857738033247041
0.3,89.5,0.5477225575051661
0.3,81.16666666666669,0.408248290463863
0.3,76.83333333333331,0.408248290463863
