Gap,Latency,+-
-250,389,0.6324555320336759
-200,339.1666666666666,0.408248290463863
-150,289.6666666666666,0.5163977794943222
-100,241.3333333333334,0.816496580927726
-50,196.3333333333334,0.5163977794943222
0,159.6666666666666,0.5163977794943222
50,133,0
100,112.8333333333334,0.752772652709081
150,103.1666666666667,0.752772652709081
200,99,0.6324555320336759
250,98,0.6324555320336759
300,96.66666666666669,0.816496580927726
350,96.83333333333331,1.471960144387974
