Gap,Latency,+-
-250,167,2.529822128134704
-200,164.5,1.048808848170152
-150,166.3333333333334,2.875181153713043
-100,165,1.632993161855452
-50,151,0
0,115.3333333333334,0.5163977794943222
50,89.83333333333331,0.408248290463863
100,72,0
150,65,0
200,61.66666666666669,0.5163977794943223
250,60.5,0.5477225575051661
300,59.66666666666669,0.8164965809277259
350,60,0.6324555320336759
