/var/spool/sge/node176/job_scripts/1760505 - Theta X range: -12 to 12; Theta Y range:  -12 to 12
explicitDataBinaryFileN.bin: L:50 R:52 U:53 D:54 Z+:58 Z-:57
Thu Sep 24 13:54:02 BST 2015
Cols: weights file, axis, target angles (x/y/z), peakposn1, peakposn2, bestweight, meanpeakposn1, meanpeakposn2, eyeposAvg(SD) (x/y/z).
57,3,-9.000000/6.000000/0.000000,22,32,0.157729,21.591029,30.894065,-9.088925(0.040600)/5.997447(0.029405)/0.035043(0.001870)
54,1,-9.000000/3.000000/0.000000,24,31,0.658863,23.164558,29.546335,-8.955489(0.026431)/3.060685(0.010180)/0.014909(0.002568)
50,2,-9.000000/3.000000/0.000000,24,31,0.167071,23.164558,29.546335,-8.955489(0.026431)/3.060685(0.010180)/0.014909(0.002568)
57,3,-9.000000/3.000000/0.000000,24,31,0.153035,23.164558,29.546335,-8.955489(0.026431)/3.060685(0.010180)/0.014909(0.002568)
54,1,-8.000000/-7.000000/0.000000,31,33,0.644861,29.917556,31.585623,-7.964991(0.052272)/-6.955118(0.046222)/-0.020439(0.004239)
52,2,-8.000000/-7.000000/0.000000,31,33,0.620487,29.917556,31.585623,-7.964991(0.052272)/-6.955118(0.046222)/-0.020439(0.004239)
57,3,-8.000000/-7.000000/0.000000,31,33,0.136909,29.917556,31.585623,-7.964991(0.052272)/-6.955118(0.046222)/-0.020439(0.004239)
54,1,-10.000000/6.000000/0.000000,23,33,0.786556,21.975538,32.086041,-10.089937(0.055778)/5.932256(0.041105)/0.014963(0.004290)
50,2,-10.000000/6.000000/0.000000,23,33,0.349305,21.975538,32.086041,-10.089937(0.055778)/5.932256(0.041105)/0.014963(0.004290)
57,3,-10.000000/6.000000/0.000000,23,33,0.173926,21.975538,32.086041,-10.089937(0.055778)/5.932256(0.041105)/0.014963(0.004290)
54,1,-9.000000/7.000000/0.000000,22,33,0.699131,21.153685,31.618703,-9.014891(0.057962)/6.979614(0.046833)/0.015007(0.003787)
50,2,-9.000000/7.000000/0.000000,22,33,0.421861,21.153685,31.618703,-9.014891(0.057962)/6.979614(0.046833)/0.015007(0.003787)
57,3,-9.000000/7.000000/0.000000,22,33,0.159510,21.153685,31.618703,-9.014891(0.057962)/6.979614(0.046833)/0.015007(0.003787)
54,1,-8.000000/-3.000000/0.000000,29,30,0.592643,27.751178,28.719816,-7.891735(0.041796)/-2.970309(0.017344)/-0.091364(0.002253)
52,2,-8.000000/-3.000000/0.000000,29,30,0.307837,27.751178,28.719816,-7.891735(0.041796)/-2.970309(0.017344)/-0.091364(0.002253)
57,3,-8.000000/-3.000000/0.000000,29,30,0.141697,27.751178,28.719816,-7.891735(0.041796)/-2.970309(0.017344)/-0.091364(0.002253)
54,1,-9.000000/8.000000/0.000000,21,34,0.721991,20.657002,32.543953,-9.116916(0.058104)/8.033796(0.051744)/-0.036143(0.003991)
50,2,-9.000000/8.000000/0.000000,21,34,0.494474,20.657002,32.543953,-9.116916(0.058104)/8.033796(0.051744)/-0.036143(0.003991)
57,3,-9.000000/8.000000/0.000000,21,34,0.166416,20.657002,32.543953,-9.116916(0.058104)/8.033796(0.051744)/-0.036143(0.003991)
54,1,-8.000000/-5.000000/0.000000,30,31,0.609425,29.011073,29.954424,-7.912339(0.037145)/-5.072460(0.024355)/-0.015121(0.002810)
52,2,-8.000000/-5.000000/0.000000,30,31,0.459613,29.011073,29.954424,-7.912339(0.037145)/-5.072460(0.024355)/-0.015121(0.002810)
57,3,-8.000000/-5.000000/0.000000,30,31,0.135305,29.011073,29.954424,-7.912339(0.037145)/-5.072460(0.024355)/-0.015121(0.002810)
54,1,-9.000000/4.000000/0.000000,23,31,0.659856,22.565397,30.060278,-8.905366(0.037542)/4.001649(0.018084)/0.050133(0.002947)
50,2,-9.000000/4.000000/0.000000,23,31,0.226004,22.565397,30.060278,-8.905366(0.037542)/4.001649(0.018084)/0.050133(0.002947)
57,3,-9.000000/4.000000/0.000000,23,31,0.150979,22.565397,30.060278,-8.905366(0.037542)/4.001649(0.018084)/0.050133(0.002947)
54,1,-8.000000/-4.000000/0.000000,30,31,0.599426,28.452280,29.472352,-7.916266(0.035416)/-3.954796(0.017400)/-0.008559(0.003216)
52,2,-8.000000/-4.000000/0.000000,30,31,0.376770,28.452280,29.472352,-7.916266(0.035416)/-3.954796(0.017400)/-0.008559(0.003216)
57,3,-8.000000/-4.000000/0.000000,30,31,0.135409,28.452280,29.472352,-7.916266(0.035416)/-3.954796(0.017400)/-0.008559(0.003216)
54,1,-8.000000/-2.000000/0.000000,28,29,0.581237,27.190390,28.079509,-7.840523(0.038213)/-1.972850(0.010061)/-0.034096(0.002878)
52,2,-8.000000/-2.000000/0.000000,28,29,0.238718,27.190390,28.079509,-7.840523(0.038213)/-1.972850(0.010061)/-0.034096(0.002878)
57,3,-8.000000/-2.000000/0.000000,28,29,0.138280,27.190390,28.079509,-7.840523(0.038213)/-1.972850(0.010061)/-0.034096(0.002878)
54,1,-9.000000/0.000000/0.000000,26,30,0.673601,25.376527,29.258929,-8.886420(0.076173)/0.063331(0.000726)/0.015067(0.002218)
52,2,-9.000000/0.000000/0.000000,26,30,0.117872,25.376527,29.258929,-8.886420(0.076173)/0.063331(0.000726)/0.015067(0.002218)
57,3,-9.000000/0.000000/0.000000,26,30,0.153963,25.376527,29.258929,-8.886420(0.076173)/0.063331(0.000726)/0.015067(0.002218)
54,1,-9.000000/-4.000000/0.000000,29,32,0.686995,28.171466,30.545881,-8.882121(0.063435)/-3.977244(0.027418)/0.016159(0.003938)
52,2,-9.000000/-4.000000/0.000000,29,32,0.397192,28.171466,30.545881,-8.882121(0.063435)/-3.977244(0.027418)/0.016159(0.003938)
57,3,-9.000000/-4.000000/0.000000,29,32,0.146658,28.171466,30.545881,-8.882121(0.063435)/-3.977244(0.027418)/0.016159(0.003938)
54,1,-9.000000/1.000000/0.000000,25,30,0.665957,24.677531,29.165595,-8.908591(0.043837)/1.121934(0.006831)/0.024586(0.003140)
50,2,-9.000000/1.000000/0.000000,25,30,0.051710,24.677531,29.165595,-8.908591(0.043837)/1.121934(0.006831)/0.024586(0.003140)
57,3,-9.000000/1.000000/0.000000,25,30,0.154227,24.677531,29.165595,-8.908591(0.043837)/1.121934(0.006831)/0.024586(0.003140)
54,1,-9.000000/5.000000/0.000000,23,32,0.680840,22.041697,30.440546,-9.067480(0.027996)/5.116469(0.018262)/-0.022433(0.002074)
50,2,-9.000000/5.000000/0.000000,23,32,0.293943,22.041697,30.440546,-9.067480(0.027996)/5.116469(0.018262)/-0.022433(0.002074)
57,3,-9.000000/5.000000/0.000000,23,32,0.158975,22.041697,30.440546,-9.067480(0.027996)/5.116469(0.018262)/-0.022433(0.002074)
54,1,-8.000000/1.000000/0.000000,26,29,0.581319,24.556414,27.971112,-7.885361(0.033307)/0.980426(0.005156)/-0.064051(0.003432)
50,2,-8.000000/1.000000/0.000000,26,29,0.041764,24.556414,27.971112,-7.885361(0.033307)/0.980426(0.005156)/-0.064051(0.003432)
57,3,-8.000000/1.000000/0.000000,26,29,0.145993,24.556414,27.971112,-7.885361(0.033307)/0.980426(0.005156)/-0.064051(0.003432)
