TargY,Latency,+-
-15,144.1666666666667,1.940790217067952
-14,143,1.549193338482967
-13,138.8333333333333,1.602081978759722
-12,135.5,1.224744871391589
-11,134.6666666666667,1.211060141638997
-10,133,0.6324555320336759
-9,131.8333333333333,0.752772652709081
-8,130.5,1.224744871391589
-7,129.8333333333333,0.752772652709081
