   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,   0.767685,   0.767685,   0.767685,   0.767685,   0.767682,   0.767682,   0.767682,   0.767682,   0.736677,  0.0310077,  0.0310077, 0.00130515, 0.00130515,1.10691e-07,1.10691e-07,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,   0.767685,   0.767685,  0.0323155,  0.0323155,  0.0323127,  0.0323127,  0.0323127,  0.0323127,  0.0310077,  0.0310077,  0.0310077, 0.00130515, 0.00130515,1.10691e-07,9.38782e-12,9.38782e-12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,  0.0633205,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323127,  0.0323127,  0.0323127,  0.0310077,2.62979e-06,2.62979e-06,1.10691e-07,1.10691e-07,1.10691e-07,9.38782e-12,9.38782e-12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323127,2.74048e-06,2.74048e-06,2.74048e-06,2.62979e-06,2.62979e-06,2.62979e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,   0.798695,    0.76899,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0323155,  0.0323155,  0.0323155,5.48096e-06,5.48096e-06,2.74048e-06,2.74048e-06,2.74048e-06,2.74048e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,   0.798695,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0323155,5.48096e-06,5.48096e-06,5.48096e-06,5.48096e-06,2.74048e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,   0.798695,    0.76899,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0323155,5.48096e-06,5.48096e-06,5.48096e-06,5.48096e-06,2.74048e-06,2.74048e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,  0.0633205,  0.0633205,  0.0633205,  0.0633205,  0.0323155,  0.0323155,  0.0323155,  0.0323155,5.48096e-06,2.74048e-06,2.74048e-06,2.74048e-06,2.62979e-06,2.62979e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,  0.0633205,  0.0633205,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323127,  0.0323127,  0.0323127,2.74048e-06,2.62979e-06,2.62979e-06,2.62979e-06,1.10691e-07,1.10691e-07,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,  0.0323155,  0.0323155,  0.0323155,  0.0323155,  0.0323127,  0.0323127,  0.0323127,  0.0323127,  0.0310077,  0.0310077,  0.0310077,1.10691e-07,1.10691e-07,1.10691e-07,9.38782e-12,9.38782e-12,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,   0.767685,   0.767685,   0.767685,   0.767685,   0.767682,  0.0323127,  0.0323127,  0.0323127,  0.0310077,  0.0310077,  0.0310077, 0.00130515, 0.00130515,1.10691e-07,1.10691e-07,1.10691e-07,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,   0.767685,   0.767685,   0.767685,   0.767685,   0.767682,   0.767682,   0.767682,   0.736677,   0.736677,   0.736677,  0.0310076,  0.0310076,  0.0310076,2.62978e-06,2.62978e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
   0.798695,   0.798695,   0.798695,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,    0.76899,   0.767685,   0.767685,   0.767685,   0.767685,   0.767682,   0.767682,   0.767682,   0.736677,   0.736677,   0.736677,  0.0310076,  0.0310076,  0.0310076,2.62978e-06,2.62978e-06,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0
