dopamine,latency,+-
0.01,343,0
0.05,342.375,0.5175491695067657
0.1,340.375,1.187734939165421
0.15,295.375,45.3145750756389
0.2,276.5,25.32079890411946
0.3,215.125,7.586407017064892
0.4,197,5.042675027063654
0.5,191.5,6.48074069840786
0.6,152.375,2.559994419636775
0.7,135.625,1.302470180629319
0.8,129.5,0.9258200997725514
0.9,125.5,0.7559289460184544
