dopamine,latency,+-
0.01,118.25,0.4629100498862757
0.05,117.375,0.7440238091428449
0.1,116.125,0.3535533905932738
0.15,115,0
0.2,114,0
0.3,112.875,0.3535533905932738
0.4,111.125,0.3535533905932738
0.5,110,0
0.6,109.125,0.3535533905932738
0.7,108,0
0.8,107.625,0.5175491695067657
0.9,106.875,0.3535533905932738
