TargX,Latency,+-
-17,150.5,1.378404875209022
-16,149.3333333333333,1.632993161855452
-15,150,0.6324555320336759
-14,148.6666666666667,0.5163977794943223
-13,144.8333333333333,0.752772652709081
-12,142.5,0.5477225575051661
-11,143.5,0.5477225575051661
-10,143,0.6324555320336759
-9,141.6666666666667,0.5163977794943223
-8,142.5,0.5477225575051661
-7,142.6666666666667,0.816496580927726
