Luminance,Latency,+-
0.25,142.6666666666666,1.751190071541826
0.5,118.8333333333334,0.752772652709081
0.75,106.8333333333333,0.408248290463863
1,98,0
1.25,90.66666666666669,0.5163977794943223
1.5,85,0
1.75,81.16666666666669,0.408248290463863
2,77.66666666666669,0.5163977794943223
2.25,75,0
2.5,73.16666666666669,0.408248290463863
2.75,71.60000000000002,0.5477225575051662
3,70,0
