Luminance,Latency,+-
0.25,157.1666666666666,0.752772652709081
0.5,138,0.6324555320336759
0.75,129.8333333333334,0.408248290463863
1,124.8333333333334,0.408248290463863
1.25,121.5,0.5477225575051661
1.5,115.6666666666666,5.715476066494083
1.75,116,0
2,113.8333333333334,0.408248290463863
2.25,112,0
2.5,111,0
2.75,110.8333333333333,0.408248290463863
3,110,0
