Luminance,Latency,+-
0.25,217.5,1.224744871391589
0.5,200.2,0.8366600265340756
0.75,177.6666666666666,3.386246693120078
1,157.6666666666666,2.658320271650251
1.25,146.2,2.489979919597746
1.5,131.2,1.483239697419132
1.75,117.3333333333334,0.816496580927726
2,105.4,0.5477225575051662
2.25,99.19999999999999,0.4472135954999579
2.5,94.19999999999999,0.447213595499958
2.75,90.80000000000001,0.4472135954999579
3,88.80000000000001,0.447213595499958
