Luminance,Latency,+-
0.25,114.8333333333334,1.722401424368508
0.5,90.33333333333331,0.816496580927726
0.75,79.5,0.5477225575051661
1,74,0.6324555320336759
1.25,70.16666666666669,0.408248290463863
1.5,67.33333333333331,0.5163977794943223
1.75,65,0
2,63.66666666666669,0.5163977794943223
2.25,62.16666666666669,0.408248290463863
2.5,61.16666666666669,0.408248290463863
2.75,60.33333333333331,0.5163977794943223
3,59.83333333333331,0.408248290463863
