Luminance,Latency,+-
0.25,106,1.095445115010332
0.5,87.33333333333331,0.816496580927726
0.75,78,0
1,73,0
1.25,69.83333333333331,0.408248290463863
1.5,67.66666666666669,0.5163977794943223
1.75,65.5,0.5477225575051661
2,63.66666666666669,0.8164965809277259
2.25,62.66666666666669,0.5163977794943222
2.5,61.5,1.224744871391589
2.75,61.16666666666669,0.408248290463863
3,61,0
