Luminance,Latency,+-
0.25,111.3333333333333,1.96638416050035
0.5,87.33333333333331,1.211060141638997
0.75,77.33333333333331,0.816496580927726
1,71.83333333333331,0.408248290463863
1.25,68,0
1.5,65,0
1.75,63.33333333333331,0.5163977794943223
2,62,0
2.25,61,0
2.5,60,0
2.75,59,0
3,58.83333333333331,0.408248290463863
