Luminance,Latency,+-
0.25,106.1666666666667,2.136976056643281
0.5,83.16666666666669,1.169045194450012
0.75,73.83333333333331,0.408248290463863
1,68.5,0.5773502691896257
1.25,65,0
1.5,62.80000000000001,0.4472135954999579
1.75,61.16666666666669,0.408248290463863
2,59.80000000000001,0.447213595499958
2.25,58.33333333333331,0.5163977794943223
2.5,57.83333333333331,0.408248290463863
2.75,57,0
3,56,0
