Luminance,Latency,+-
0.25,226.3333333333334,0.816496580927726
0.5,217,0
0.75,214.5,6.123724356957945
1,216.8333333333334,0.408248290463863
1.25,217,0
1.5,216.6666666666666,0.5163977794943223
1.75,216,0
2,215.3333333333334,0.5163977794943223
2.25,215,0
2.5,215,0
2.75,215,0
3,215,0
