-22 15.806595 -18.879740
-21 13.097693 -21.010130
-20 7.039580 -20.120360
-19 3.895945 -18.991740
-18 0 0
-17 0.899979 -16.970210
-16 0.807926 -15.701990
-15 0.762956 -14.860680
-14 0.681518 -13.854860
-13 0.610686 -12.911620
-12 0.562834 -11.959800
-11 0.509786 -10.939940
-10 0.468367 -10.086380
-9 0 0
-8 0.378866 -7.608662
-7 0.493517 -7.036418
-6 0.419797 -5.902031
