54,1,-21.000000,26,41,4.089121,25.284648,39.172072
52,2,0.000000,26,41,0.314405,25.284648,39.172072
57,3,0.000000,26,41,0.376614,25.284648,39.172072
54,1,-21.000000,25,42,3.955874,24.084741,39.294909
50,2,4.000000,25,42,0.141598,24.084741,39.294909
57,3,0.000000,25,42,0.365040,24.084741,39.294909
54,1,-21.000000,25,42,3.923197,24.338937,39.092740
50,2,3.000000,25,42,0.057202,24.338937,39.092740
57,3,0.000000,25,42,0.361061,24.338937,39.092740
54,1,-22.000000,25,42,4.428235,24.069866,39.717170
50,2,4.000000,25,42,0.132861,24.069866,39.717170
57,3,0.000000,25,42,0.386142,24.069866,39.717170
54,1,-21.000000,24,41,4.275851,23.399628,39.674694
50,2,7.000000,24,41,0.383273,23.399628,39.674694
57,3,0.000000,24,41,0.370852,23.399628,39.674694
54,1,-22.000000,26,41,4.625063,25.210103,39.447889
52,2,0.000000,26,41,0.346558,25.210103,39.447889
57,3,0.000000,26,41,0.402679,25.210103,39.447889
54,1,-21.000000,25,41,4.153491,23.638538,39.228860
50,2,6.000000,25,41,0.298374,23.638538,39.228860
57,3,0.000000,25,41,0.368836,23.638538,39.228860
54,1,-21.000000,28,40,4.603045,26.560820,39.052663
52,2,-5.000000,28,40,0.849854,26.560820,39.052663
57,3,0.000000,28,40,0.345120,26.560820,39.052663
54,1,-21.000000,27,41,4.210513,25.893300,38.926648
52,2,-2.000000,27,41,0.515877,25.893300,38.926648
57,3,0.000000,27,41,0.356650,25.893300,38.926648
54,1,-21.000000,27,41,4.391166,26.194190,39.023987
52,2,-3.000000,27,41,0.656315,26.194190,39.023987
57,3,0.000000,27,41,0.384817,26.194190,39.023987
54,1,-21.000000,24,41,4.382606,22.913191,40.636822
50,2,8.000000,24,41,0.449009,22.913191,40.636822
57,3,0.000000,24,41,0.373327,22.913191,40.636822
54,1,-21.000000,25,41,4.131179,23.854456,39.291528
50,2,5.000000,25,41,0.213277,23.854456,39.291528
57,3,0.000000,25,41,0.378592,23.854456,39.291528
54,1,-22.000000,27,41,4.973695,26.381560,39.876893
52,2,-4.000000,27,41,0.772040,26.381560,39.876893
57,3,0.000000,27,41,0.372505,26.381560,39.876893
54,1,-20.000000,28,41,4.364169,27.396235,39.725191
52,2,-7.000000,28,41,0.969562,27.396235,39.725191
57,3,0.000000,28,41,0.306484,27.396235,39.725191
54,1,-21.000000,27,40,4.501567,26.397273,39.042671
52,2,-4.000000,27,40,0.764558,26.397273,39.042671
57,3,0.000000,27,40,0.374356,26.397273,39.042671
54,1,-20.000000,29,41,7.014250,28.037722,40.194777
52,2,-9.000000,29,41,1.474468,28.037722,40.194777
57,3,0.000000,29,41,0.310759,28.037722,40.194777
54,1,-22.000000,27,41,4.736637,25.726246,39.768016
52,2,-2.000000,27,41,0.574045,25.726246,39.768016
57,3,0.000000,27,41,0.386412,25.726246,39.768016
54,1,-20.000000,27,40,3.879776,26.252212,38.908708
52,2,-3.000000,27,40,0.598638,26.252212,38.908708
57,3,0.000000,27,40,0.346870,26.252212,38.908708
54,1,-21.000000,29,41,7.018201,27.693545,40.859501
52,2,-8.000000,29,41,1.238771,27.693545,40.859501
57,3,0.000000,29,41,0.328224,27.693545,40.859501
54,1,-20.000000,28,40,4.092395,26.692862,38.435635
52,2,-5.000000,28,40,0.807530,26.692862,38.435635
57,3,0.000000,28,40,0.323133,26.692862,38.435635
54,1,-22.000000,25,41,4.391696,24.522185,39.581383
50,2,3.000000,25,41,0.013732,24.522185,39.581383
57,3,0.000000,25,41,0.398848,24.522185,39.581383
54,1,-20.000000,29,42,10.777486,28.224106,40.582283
52,2,-10.000000,29,42,1.835282,28.224106,40.582283
57,3,0.000000,29,42,0.309475,28.224106,40.582283
54,1,-20.000000,28,40,4.227200,27.085174,39.197287
52,2,-6.000000,28,40,0.898317,27.085174,39.197287
57,3,0.000000,28,40,0.315580,27.085174,39.197287
54,1,-21.000000,28,41,4.787103,26.916078,39.696104
52,2,-6.000000,28,41,0.941606,26.916078,39.696104
57,3,0.000000,28,41,0.331745,26.916078,39.696104
54,1,-20.000000,27,40,3.693924,25.549281,38.429751
52,2,-1.000000,27,40,0.386732,25.549281,38.429751
57,3,0.000000,27,40,0.344690,25.549281,38.429751
54,1,-20.000000,29,41,4.928479,27.802541,40.567734
52,2,-8.000000,29,41,1.125670,27.802541,40.567734
57,3,0.000000,29,41,0.295030,27.802541,40.567734
54,1,-20.000000,27,40,3.775068,25.917695,38.403549
52,2,-2.000000,27,40,0.483906,25.917695,38.403549
57,3,0.000000,27,40,0.340699,25.917695,38.403549
54,1,-20.000000,26,40,3.670920,25.317986,38.566462
52,2,0.000000,26,40,0.303334,25.317986,38.566462
57,3,0.000000,26,40,0.344552,25.317986,38.566462
54,1,-22.000000,27,41,4.866710,26.075737,39.707090
52,2,-3.000000,27,41,0.665233,26.075737,39.707090
57,3,0.000000,27,41,0.387320,26.075737,39.707090
54,1,-21.000000,28,41,5.384638,27.317406,40.603949
52,2,-7.000000,28,41,1.027856,27.317406,40.603949
57,3,0.000000,28,41,0.321539,27.317406,40.603949
54,1,-20.000000,24,41,3.854670,22.743363,39.779012
50,2,8.000000,24,41,0.458200,22.743363,39.779012
57,3,0.000000,24,41,0.343305,22.743363,39.779012
54,1,-20.000000,25,41,3.438909,24.300092,38.490348
50,2,3.000000,25,41,0.079415,24.300092,38.490348
57,3,0.000000,25,41,0.335438,24.300092,38.490348
54,1,-20.000000,25,41,3.519932,24.001734,38.947980
50,2,4.000000,25,41,0.149108,24.001734,38.947980
57,3,0.000000,25,41,0.339834,24.001734,38.947980
54,1,-20.000000,27,40,3.984973,26.445445,38.356402
52,2,-4.000000,27,40,0.713172,26.445445,38.356402
57,3,0.000000,27,40,0.332298,26.445445,38.356402
54,1,-20.000000,23,41,4.051618,22.230645,40.170331
50,2,10.000000,23,41,0.632533,22.230645,40.170331
57,3,0.000000,23,41,0.370544,22.230645,40.170331
54,1,-20.000000,24,40,3.705464,23.270707,38.933665
50,2,7.000000,24,40,0.368128,23.270707,38.933665
57,3,0.000000,24,40,0.340836,23.270707,38.933665
54,1,-20.000000,24,40,3.624437,23.544186,38.631465
50,2,6.000000,24,40,0.305459,23.544186,38.631465
57,3,0.000000,24,40,0.337032,23.544186,38.631465
54,1,-19.000000,28,40,3.814698,27.281454,38.757035
52,2,-7.000000,28,40,0.946921,27.281454,38.757035
57,3,0.000000,28,40,0.291360,27.281454,38.757035
54,1,-19.000000,30,41,9.829819,28.490594,40.320362
52,2,-11.000000,30,41,2.164359,28.490594,40.320362
57,3,0.000000,30,41,0.315977,28.490594,40.320362
54,1,-20.000000,23,41,3.949760,22.409556,40.438381
50,2,9.000000,23,41,0.536165,22.409556,40.438381
57,3,0.000000,23,41,0.352059,22.409556,40.438381
54,1,-19.000000,30,41,10.969622,28.684451,40.416109
52,2,-12.000000,30,41,2.757043,28.684451,40.416109
57,3,0.000000,30,41,0.302007,28.684451,40.416109
54,1,-20.000000,25,40,3.617564,23.718207,38.451051
50,2,5.000000,25,40,0.219265,23.718207,38.451051
57,3,0.000000,25,40,0.355443,23.718207,38.451051
54,1,-19.000000,28,39,3.449551,26.522653,37.943163
52,2,-4.000000,28,39,0.650929,26.522653,37.943163
57,3,0.000000,28,39,0.306259,26.522653,37.943163
54,1,-19.000000,25,40,3.137650,23.982011,38.341033
50,2,4.000000,25,40,0.149481,23.982011,38.341033
57,3,0.000000,25,40,0.326239,23.982011,38.341033
54,1,-19.000000,27,39,3.332971,25.948415,37.886911
52,2,-2.000000,27,39,0.457584,25.948415,37.886911
57,3,0.000000,27,39,0.320335,25.948415,37.886911
54,1,-19.000000,26,39,3.116640,25.241604,37.807733
52,2,0.000000,26,39,0.261797,25.241604,37.807733
57,3,0.000000,26,39,0.314809,25.241604,37.807733
54,1,-19.000000,28,40,3.592584,26.806979,38.309603
52,2,-5.000000,28,40,0.739521,26.806979,38.309603
57,3,0.000000,28,40,0.303065,26.806979,38.309603
54,1,-19.000000,27,39,3.260993,25.611990,37.927921
52,2,-1.000000,27,39,0.359430,25.611990,37.927921
57,3,0.000000,27,39,0.317716,25.611990,37.927921
54,1,-19.000000,25,41,3.002408,24.275471,38.168359
50,2,3.000000,25,41,0.084984,24.275471,38.168359
57,3,0.000000,25,41,0.314895,24.275471,38.168359
54,1,-19.000000,25,40,3.151923,23.778579,38.127211
50,2,5.000000,25,40,0.233743,23.778579,38.127211
57,3,0.000000,25,40,0.310182,23.778579,38.127211
54,1,-19.000000,29,41,6.377192,28.315988,39.907952
52,2,-10.000000,29,41,1.636055,28.315988,39.907952
57,3,0.000000,29,41,0.277771,28.315988,39.907952
54,1,-19.000000,28,39,3.779226,27.123091,38.568773
52,2,-6.000000,28,39,0.852028,27.123091,38.568773
57,3,0.000000,28,39,0.297363,27.123091,38.568773
54,1,-18.000000,28,39,3.307657,27.386847,37.751482
52,2,-7.000000,28,39,0.910392,27.386847,37.751482
57,3,0.000000,28,39,0.272899,27.386847,37.751482
