Ecc,Dur,+-
-0,135.25,1.892969448600091
-0,137,1.095445115010332
-0,140.4,0.8944271909999159
-0,143.5,1.048808848170152
-0,148.2,0.4472135954999579
-0,150.8,0.4472135954999579
-0,150.6666666666667,0.5163977794943222
-0,154,0.8944271909999159
