Ecc,Dur,+-
-0,93.66666666666667,0.816496580927726
-0,105.5,1.378404875209022
-0,111.6666666666667,1.366260102127946
-0,120,0.8944271909999159
-0,126.6666666666667,0.5163977794943223
-0,129.8333333333333,0.752772652709081
-0,135.8333333333333,0.752772652709081
-0,140.3333333333333,0.816496580927726
