-21.000000,1.000000,0.000000,-20.721475,1.737519,0.265854,0.173291,0.529597,0.507144,26,42,24.834682,39.219390
-21.000000,4.000000,0.000000,-21.698837,0.341209,3.346149,0.121086,0.168303,0.037296,25,43,24.095908,39.419533
-21.000000,0.000000,0.000000,-20.875362,1.383645,0.180841,0.159975,0.334518,0.481371,26,42,25.261042,39.241698
-21.000000,3.000000,0.000000,-20.802062,0.144733,3.559552,0.129200,0.097125,0.027115,25,43,24.365712,38.957550
-20.000000,-10.000000,0.000000,-19.385825,0.813388,-9.164753,0.975207,0.620583,0.460804,30,44,28.271698,40.454543
-20.000000,-9.000000,0.000000,-19.976788,0.402474,-8.884588,1.045083,-0.387826,0.225339,29,43,28.001387,40.044655
-21.000000,7.000000,0.000000,-13.325425,0.783888,2.747801,0.411350,0.955840,0.147138,24,43,23.427968,39.491583
-21.000000,-4.000000,0.000000,-20.882063,0.773807,-5.165759,0.831602,0.368904,0.451779,28,42,26.424536,39.230062
-22.000000,-2.000000,0.000000,-13.798712,0.531717,0.157672,0.072739,1.835121,0.044293,27,43,25.747282,39.463120
-21.000000,2.000000,0.000000,-20.710750,0.322735,3.687101,0.117728,0.157885,0.025477,25,43,24.632280,39.214973
-21.000000,5.000000,0.000000,-18.350425,2.544984,4.554216,1.339233,0.500909,0.321262,24,43,23.872892,39.282041
-21.000000,-2.000000,0.000000,-20.874212,1.212492,-1.785234,0.430069,0.352148,0.405510,27,42,25.859577,38.854203
-22.000000,3.000000,0.000000,-21.180550,0.526024,3.042094,0.093071,0.140129,0.018354,25,44,24.500535,39.497213
-21.000000,6.000000,0.000000,-18.039900,2.425577,4.804935,1.319129,0.606264,0.364148,24,42,23.685628,39.069999
-22.000000,-3.000000,0.000000,-10.059997,3.376036,0.211887,0.076792,1.403796,0.407830,27,43,26.020845,39.594689
-22.000000,0.000000,0.000000,-13.523588,0.691944,0.787956,0.041099,1.709136,0.082051,26,43,25.255906,39.497894
-21.000000,-1.000000,0.000000,-20.946987,0.689249,-1.804854,0.443379,0.336874,0.415284,27,42,25.644748,39.159981
-22.000000,-1.000000,0.000000,-13.031935,1.851266,0.345699,0.210743,1.723122,0.207323,26,43,25.518551,39.676369
-20.000000,-5.000000,0.000000,-20.747075,0.312029,-5.493749,0.175320,0.015712,0.088526,28,42,26.557829,38.358265
-21.000000,-7.000000,0.000000,-20.736988,0.300437,-7.974726,0.229831,-0.168875,0.158009,29,43,27.345231,40.626640
-20.000000,-6.000000,0.000000,-21.281725,0.624045,-6.765541,0.990563,-0.054936,0.106509,28,42,26.992210,39.035724
-22.000000,-4.000000,0.000000,-10.480616,3.024914,-1.181625,0.525715,1.354671,0.353451,28,43,26.349079,39.940992
-22.000000,2.000000,0.000000,-20.974300,0.221405,2.942263,0.127713,0.147357,0.032300,25,44,24.665939,39.860679
-21.000000,-6.000000,0.000000,-14.745274,2.788490,-3.739790,1.491076,0.850279,0.552106,28,43,26.952989,39.700998
-21.000000,-3.000000,0.000000,-18.396050,2.373740,-1.320168,0.868354,1.044721,0.530149,27,43,26.208473,39.088895
-21.000000,-5.000000,0.000000,-19.291612,1.241771,-3.853044,0.943461,0.990918,0.466983,28,42,26.561197,38.851413
-22.000000,1.000000,0.000000,-13.775138,1.025857,0.748852,0.037465,1.617570,0.064913,26,43,24.824877,39.478039
-21.000000,-8.000000,0.000000,-19.672100,1.444032,-6.870348,1.275214,0.514346,0.581679,29,44,27.682878,40.786349
-20.000000,-7.000000,0.000000,-19.989888,0.224325,-8.478815,0.303549,-0.046830,0.198218,29,42,27.395300,39.692703
-22.000000,4.000000,0.000000,-21.015100,0.411053,2.978373,0.150667,0.182947,0.200464,25,44,24.221138,39.721602
-20.000000,-2.000000,0.000000,-21.272900,0.771009,-2.067873,0.120407,-0.006029,0.116402,27,42,25.946935,38.360506
-20.000000,-3.000000,0.000000,-21.557963,0.552646,-2.173932,0.439701,0.077222,0.083525,27,42,26.140811,38.916428
-20.000000,1.000000,0.000000,-20.988962,0.640073,0.030313,0.063791,-0.151506,0.088121,26,42,24.858167,38.542569
-20.000000,0.000000,0.000000,-20.624987,0.178190,0.004208,0.047364,-0.181860,0.049160,26,41,25.324333,38.573485
-20.000000,2.000000,0.000000,-19.905450,0.957233,3.630674,0.151037,0.065730,0.100586,25,42,24.553466,38.417990
-20.000000,-4.000000,0.000000,-20.496363,0.298007,-5.213642,0.364523,0.026388,0.085359,28,41,26.470537,38.429971
-20.000000,-8.000000,0.000000,-20.270212,0.242004,-8.311209,0.256745,-0.302964,0.223649,29,43,27.774398,40.444873
-20.000000,-1.000000,0.000000,-20.470950,0.260062,-1.894136,0.216282,-0.054941,0.063576,27,41,25.619011,38.420486
-20.000000,4.000000,0.000000,-21.315425,0.144968,4.025856,0.271193,0.162835,0.029449,25,42,24.013683,38.919956
-19.000000,-1.000000,0.000000,-20.290575,0.630093,-1.727725,0.106053,0.002342,0.071278,27,41,25.569538,37.860523
-20.000000,3.000000,0.000000,-21.211288,0.147382,3.866796,0.041623,0.148440,0.020004,25,42,24.247033,38.446023
-19.000000,-12.000000,0.000000,-18.608963,1.300885,-9.237616,1.098883,0.531529,0.434829,30,43,28.705175,40.423184
-19.000000,-11.000000,0.000000,-19.129475,0.220121,-10.499212,0.078602,-0.094423,0.175071,30,43,28.512240,40.290166
-20.000000,6.000000,0.000000,-21.023625,0.191725,6.577661,0.104339,0.042692,0.033027,24,42,23.604430,38.487355
-19.000000,-3.000000,0.000000,-20.379650,0.817845,-4.273333,0.917357,-0.148009,0.114066,27,41,26.281110,38.336354
-19.000000,-2.000000,0.000000,-20.665400,0.284187,-1.645141,0.021025,0.012700,0.015725,27,41,25.904181,37.960473
-20.000000,9.000000,0.000000,-5.823600,3.812700,1.637484,1.415420,0.548528,0.243324,23,43,22.332652,40.523146
-19.000000,-4.000000,0.000000,-20.550100,0.193091,-5.091217,0.152956,-0.008511,0.098787,28,41,26.546676,38.031967
-19.000000,4.000000,0.000000,-19.684562,0.359003,4.203127,0.950229,-0.027422,0.044481,25,41,23.991598,38.384996
-19.000000,-6.000000,0.000000,-19.452850,0.237846,-7.728813,0.162742,0.167976,0.087264,28,41,27.202891,38.721552
-20.000000,8.000000,0.000000,-16.891713,2.415370,7.178766,1.709927,0.324665,0.363768,24,42,22.806334,39.937773
-19.000000,-9.000000,0.000000,-19.220612,0.772810,-10.631841,0.840521,-0.570169,0.324869,29,42,28.064180,39.554297
-19.000000,-10.000000,0.000000,-19.130325,0.167458,-11.045950,0.288965,0.093535,0.184918,30,43,28.297537,40.020463
-19.000000,6.000000,0.000000,-20.250875,0.062788,6.115114,0.045206,-0.098774,0.023169,24,41,23.532292,38.505287
-19.000000,-8.000000,0.000000,-19.195975,0.433959,-8.287548,0.336773,-0.054025,0.212455,29,42,27.743725,39.208846
-19.000000,5.000000,0.000000,-20.205062,0.083560,6.078516,0.072272,-0.067558,0.040494,24,41,23.715409,38.059867
-19.000000,1.000000,0.000000,-20.811000,0.152282,0.098146,0.015987,-0.109085,0.021415,26,41,24.857521,37.838934
-19.000000,3.000000,0.000000,-19.307388,0.120736,3.594773,0.048793,-0.013220,0.028961,25,41,24.283812,38.030134
-19.000000,2.000000,0.000000,-19.191612,0.234485,3.542809,0.035296,0.078674,0.029810,25,41,24.620484,37.749112
-20.000000,7.000000,0.000000,-21.252212,0.095233,6.726589,0.081557,-0.007228,0.041241,24,42,23.299172,38.947874
-19.000000,0.000000,0.000000,-20.571300,0.178480,0.072426,0.015597,-0.130625,0.014320,26,41,25.219942,37.857434
-19.000000,7.000000,0.000000,-20.617850,0.445399,6.870699,0.539270,-0.144903,0.075548,24,42,23.094042,38.812409
-19.000000,8.000000,0.000000,-19.920588,0.730109,9.338764,0.345680,-0.092624,0.063651,23,42,22.915444,38.619213
-20.000000,5.000000,0.000000,-20.899663,0.531295,6.445440,0.252718,0.051344,0.050659,24,42,23.855381,38.612215
-19.000000,-7.000000,0.000000,-19.253087,0.225112,-7.780604,0.414732,0.123000,0.263846,29,41,27.368277,38.651966
-19.000000,-5.000000,0.000000,-20.416337,0.145911,-5.126590,0.133362,-0.014345,0.070354,28,41,26.875524,38.320621
-19.000000,11.000000,0.000000,-10.955987,3.252447,4.828461,1.963331,0.924607,0.186484,22,43,21.871770,40.052715
-18.000000,-9.000000,0.000000,-17.849788,0.098405,-9.774755,0.102705,0.187515,0.096764,29,41,28.204204,39.026810
-19.000000,10.000000,0.000000,-18.472862,1.626496,10.011116,2.105499,0.077233,0.272747,23,42,22.101933,39.708501
-18.000000,-13.000000,0.000000,-15.887850,1.828965,-13.453166,1.657084,0.275686,0.374640,31,43,29.225585,40.707766
-19.000000,9.000000,0.000000,-20.058125,0.185048,9.605749,0.172381,-0.156802,0.089325,23,42,22.481346,39.350837
-18.000000,8.000000,0.000000,-18.735275,0.093331,8.817367,0.134831,-0.009312,0.041828,23,41,22.823247,37.930256
-18.000000,-11.000000,0.000000,-18.659075,0.460555,-11.792850,0.193331,-0.494119,0.296971,30,42,28.684942,40.052095
-18.000000,7.000000,0.000000,-18.966325,0.481365,8.634639,0.587162,-0.039048,0.063788,24,41,22.992410,38.024077
-18.000000,-10.000000,0.000000,-17.993150,0.458829,-11.844050,0.218576,-0.928531,0.259308,30,42,28.478791,39.864383
-18.000000,1.000000,0.000000,-19.035487,0.112602,-0.004590,0.010051,-0.014628,0.022944,26,40,24.968393,37.125805
-18.000000,-1.000000,0.000000,-19.227262,0.223822,-1.914907,0.049117,0.000832,0.028685,27,40,25.677766,37.226169
-18.000000,-4.000000,0.000000,-19.174875,0.137632,-5.120444,0.075145,-0.026150,0.053094,28,40,26.583847,37.703764
-18.000000,-6.000000,0.000000,-17.883788,0.191666,-7.603214,0.321703,0.179292,0.148897,28,40,27.148413,37.748960
-18.000000,-7.000000,0.000000,-18.501850,0.555636,-7.733376,0.248379,0.179843,0.133103,29,41,27.380641,37.770166
-18.000000,-3.000000,0.000000,-19.107238,0.495052,-4.973404,0.195307,-0.016403,0.058834,27,40,26.274376,37.690397
-18.000000,-5.000000,0.000000,-18.803863,0.080657,-5.476849,0.593530,-0.123427,0.113145,28,41,26.984346,37.977485
-18.000000,-2.000000,0.000000,-19.071250,0.089802,-2.004096,0.020842,-0.054911,0.022678,27,40,25.967075,37.370005
-18.000000,2.000000,0.000000,-18.168138,0.111336,3.447423,0.068925,0.053728,0.020027,25,40,24.530388,37.319040
-18.000000,-8.000000,0.000000,-18.635412,0.734040,-8.005963,0.308259,0.171183,0.152204,29,41,27.826815,38.296904
