Dopamine,Latency,+-
0.2,155.3636363636364,0.504524979109513
0.3,146.5454545454546,0.5222329678670935
0.4,140.1818181818182,0.4045199174779452
0.5,134.2727272727273,0.4670993664969138
0.6,129.0909090909091,0.3015113445777636
0.7,125.1818181818182,0.4045199174779452
0.8,121.6,0.5163977794943223
0.9,119.1818181818182,0.4045199174779452
1,117.0909090909091,0.5393598899705937
