/var/spool/sge/node172/job_scripts/1886090 - Theta X range: -22 to 22; Theta Y range:  -22 to 22
explicitDataBinaryFileN.bin: L:50 R:52 U:53 D:54 Z+:58 Z-:57
Sat Sep 26 18:05:16 BST 2015
Cols: weights file, axis, target angles (x/y/z), peakposn1, peakposn2, bestweight, meanpeakposn1, meanpeakposn2, eyeposAvg(SD) (x/y/z).
57,3,-20.000000/9.000000/0.000000,23,43,0.451169,22.427610,40.577294,-19.901837(0.132775)/8.963470(0.175570)/-0.112302(0.069625)
54,1,-19.000000/5.000000/0.000000,24,41,3.368597,23.742180,38.133203,-18.951262(0.048226)/5.063942(0.034512)/0.050118(0.022315)
50,2,-19.000000/5.000000/0.000000,24,41,0.292851,23.742180,38.133203,-18.951262(0.048226)/5.063942(0.034512)/0.050118(0.022315)
57,3,-19.000000/5.000000/0.000000,24,41,0.408669,23.742180,38.133203,-18.951262(0.048226)/5.063942(0.034512)/0.050118(0.022315)
54,1,-19.000000/-3.000000/0.000000,27,41,3.662705,26.239988,38.329510,-18.993888(0.270764)/-2.743456(0.082305)/0.022049(0.072472)
52,2,-19.000000/-3.000000/0.000000,27,41,0.695893,26.239988,38.329510,-18.993888(0.270764)/-2.743456(0.082305)/0.022049(0.072472)
57,3,-19.000000/-3.000000/0.000000,27,41,0.393862,26.239988,38.329510,-18.993888(0.270764)/-2.743456(0.082305)/0.022049(0.072472)
54,1,-19.000000/-2.000000/0.000000,27,41,3.712024,25.930881,37.886722,-18.936525(0.124739)/-1.996101(0.033860)/-0.079279(0.034941)
52,2,-19.000000/-2.000000/0.000000,27,41,0.596541,25.930881,37.886722,-18.936525(0.124739)/-1.996101(0.033860)/-0.079279(0.034941)
57,3,-19.000000/-2.000000/0.000000,27,41,0.408637,25.930881,37.886722,-18.936525(0.124739)/-1.996101(0.033860)/-0.079279(0.034941)
54,1,-19.000000/6.000000/0.000000,24,41,3.437530,23.391239,38.517922,-18.999625(0.098440)/6.085365(0.088002)/0.038954(0.043676)
50,2,-19.000000/6.000000/0.000000,24,41,0.394642,23.391239,38.517922,-18.999625(0.098440)/6.085365(0.088002)/0.038954(0.043676)
57,3,-19.000000/6.000000/0.000000,24,41,0.410083,23.391239,38.517922,-18.999625(0.098440)/6.085365(0.088002)/0.038954(0.043676)
54,1,-20.000000/10.000000/0.000000,23,43,4.794109,22.263839,40.052984,-19.908525(0.242785)/9.971927(0.211466)/-0.070857(0.056105)
