-22 5.028861 -16.522340
-21 cur_angle: 2.838370
-20 cur_angle: 3.753880
-19 2.962697 -15.928560
-18 cur_angle: 1.401130
-17 cur_angle: 1.040300
-16 1.412451 -13.538610
-15 cur_angle: 0.686760
-14 1.059555 -13.913760
-13 cur_angle: 0.565010
-12 0.759532 -9.554440
-11 cur_angle: 0.396290
-10 0.683168 -8.765969
-9 0.621944 -8.900385
-8 0.554971 -7.927264
-7 0.481890 -6.911902
-6 0.419432 -5.320633
