-22 5.028861 -16.522340
-21 14.902601 -20.922530
-20 6.591519 -19.784920
-19 2.962697 -15.928560
-18 2.747673 -17.949040
-17 2.148696 -16.961780
-16 1.412451 -13.538610
-15 1.396891 -15.004190
-14 1.059555 -13.913760
-13 0.924613 -12.220045
-12 0.759532 -9.554440
-11 0.795571 -10.202216
-10 0.683168 -8.765969
-9 0.621944 -8.900385
-8 0.554971 -7.927264
-7 0.481890 -6.911902
-6 0.419432 -5.320633
