7.6897,7.73146,-0.0217137,400
7.69784,7.73703,-0.01759,401
7.70584,7.74248,-0.0135122,402
7.7137,7.74783,-0.00947985,403
7.72141,7.75307,-0.00549265,404
7.729,7.75821,-0.00155017,405
7.73644,7.76324,0.00234796,406
7.74376,7.76817,0.00620213,407
7.75094,7.773,0.0100127,408
7.758,7.77774,0.0137801,409
7.76493,7.78238,0.0175047,410
7.77174,7.78692,0.0211869,411
7.77843,7.79138,0.024827,412
7.785,7.79574,0.0284254,413
7.79146,7.80002,0.0319825,414
7.7978,7.80421,0.0354987,415
7.80403,7.80832,0.0389744,416
7.81014,7.81234,0.0424098,417
7.81615,7.81628,0.0458055,418
7.82205,7.82015,0.0491617,419
7.82785,7.82393,0.0524789,420
7.83355,7.82764,0.0557573,421
7.83914,7.83128,0.0589974,422
7.84464,7.83484,0.0621995,423
7.85003,7.83833,0.06536400000000001,424
7.85534,7.84175,0.0684913,425
7.86054,7.8451,0.0715816,426
7.86566,7.84838,0.0746354,427
7.87068,7.8516,0.077653,428
7.87562,7.85475,0.08063480000000001,429
7.88047,7.85784,0.08358110000000001,430
7.88523,7.86086,0.08649220000000001,431
7.88991,7.86383,0.08936860000000001,432
7.8945,7.86674,0.0922105,433
7.89902,7.86958,0.0950183,434
7.90345,7.87237,0.0977923,435
7.90781,7.8751,0.100533,436
7.91208,7.87778,0.10324,437
7.91629,7.88041,0.105915,438
7.92041,7.88298,0.108558,439
7.92447,7.8855,0.111168,440
7.92845,7.88796,0.113746,441
7.93236,7.89038,0.116293,442
7.9362,7.89275,0.118809,443
7.93998,7.89507,0.121294,444
7.94369,7.89735,0.123749,445
7.94733,7.89958,0.126174,446
7.95091,7.90176,0.128568,447
7.95442,7.9039,0.130934,448
7.95787,7.906,0.13327,449
7.96126,7.90805,0.135577,450
7.96459,7.91006,0.137855,451
7.96786,7.91204,0.140106,452
7.97107,7.91397,0.142328,453
7.97423,7.91586,0.144522,454
7.97733,7.91772,0.14669,455
7.98038,7.91953,0.14883,456
7.98337,7.92131,0.150943,457
7.98631,7.92306,0.15303,458
7.98919,7.92477,0.155091,459
7.99203,7.92644,0.157125,460
7.99481,7.92808,0.159134,461
7.99755,7.92969,0.161118,462
8.00023,7.93127,0.163077,463
8.00287,7.93281,0.16501,464
8.005470000000001,7.93432,0.16692,465
8.008010000000001,7.9358,0.168805,466
8.01051,7.93725,0.170666,467
8.012969999999999,7.93868,0.172503,468
8.01538,7.94007,0.174317,469
8.017760000000001,7.94143,0.176108,470
8.02008,7.94277,0.177876,471
8.02237,7.94408,0.179621,472
8.024620000000001,7.94537,0.181344,473
8.02683,7.94662,0.183045,474
8.02899,7.94785,0.184724,475
8.03112,7.94906,0.186381,476
8.03321,7.95024,0.188017,477
8.035270000000001,7.9514,0.189632,478
8.03729,7.95254,0.191225,479
8.03927,7.95365,0.192799,480
8.041219999999999,7.95474,0.194351,481
8.04313,7.95581,0.195884,482
8.04501,7.95685,0.197397,483
8.046860000000001,7.95788,0.19889,484
8.04867,7.95888,0.200363,485
8.05045,7.95987,0.201817,486
8.052199999999999,7.96083,0.203253,487
8.05392,7.96177,0.204669,488
8.0556,7.9627,0.206067,489
8.057259999999999,7.96361,0.207447,490
8.05889,7.96449,0.208808,491
8.06049,7.96536,0.210152,492
8.062060000000001,7.96622,0.211477,493
8.063610000000001,7.96705,0.212786,494
8.06512,7.96787,0.214077,495
8.066610000000001,7.96867,0.215351,496
8.06808,7.96945,0.216608,497
8.069509999999999,7.97022,0.217849,498
8.070919999999999,7.97098,0.219073,499
8.07231,7.97171,0.220281,500
8.07367,7.97244,0.221472,501
8.075010000000001,7.97315,0.222648,502
8.07633,7.97384,0.223808,503
8.07762,7.97452,0.224953,504
8.07888,7.97519,0.226083,505
8.08013,7.97584,0.227197,506
8.08135,7.97648,0.228297,507
8.082560000000001,7.9771,0.229381,508
8.083740000000001,7.97772,0.230452,509
8.084899999999999,7.97832,0.231507,510
8.086040000000001,7.97891,0.232549,511
